path	type	size	permissions	modification_time	user	group	device_id	hard_links	special_device_id	inode	block_size	blocks	flags	generation	access_time	change_time	birth_time	year_folder
DES, 3 2006-Dagang Aluh.txt	file	   3.32K	rw-	2014-02-03T04:18:26Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37053	4096	7	0	0	1980-01-01T00:00:00Z	2014-02-03T04:18:26Z	2018-02-24T03:12:10Z	2006
DES, 3 2006-PANGALU.txt	file	   4.44K	rw-	2014-02-03T04:20:16Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37054	4096	9	0	0	1980-01-01T00:00:00Z	2014-02-03T04:20:16Z	2018-02-24T03:12:40Z	2006
DES, 10 2006-Déwasa Guyu.txt	file	   3.15K	rw-	2014-02-03T04:20:19Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37055	4096	7	0	0	1980-01-01T00:00:00Z	2014-02-03T04:20:19Z	2018-02-24T03:12:11Z	2006
DES, 10 2006-LACUR.txt	file	   4.16K	rw-	2014-02-03T04:20:21Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37056	4096	9	0	0	1980-01-01T00:00:00Z	2014-02-03T04:20:21Z	2018-02-24T03:12:11Z	2006
DES, 3 2006-Midabdabin  Basa Bali.txt	file	   4.76K	rw-	2014-02-03T04:20:31Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37057	4096	10	0	0	1980-01-01T00:00:00Z	2014-02-03T04:20:31Z	2018-02-24T03:12:10Z	2006
DES, 17 2006-KELIR.txt	file	   4.92K	rw-	2014-02-03T04:24:49Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37058	4096	10	0	0	1980-01-01T00:00:00Z	2014-02-03T04:24:49Z	2018-02-24T03:12:11Z	2006
DES, 17 2006-MANYONYO.txt	file	   5.78K	rw-	2014-02-03T04:24:58Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37059	4096	12	0	0	1980-01-01T00:00:00Z	2014-02-03T04:24:58Z	2018-02-24T03:12:11Z	2006
DES, 31 2006-Dumadak Cening Kasaraswatén.txt	file	   1.31K	rw-	2014-02-03T04:25:07Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37060	4096	3	0	0	1980-01-01T00:00:00Z	2014-02-03T04:25:07Z	2018-02-24T03:12:09Z	2006
DES, 31 2006-Kautaman Ibu Pertiwi.txt	file	   1.37K	rw-	2014-02-03T04:25:14Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37061	4096	3	0	0	1980-01-01T00:00:00Z	2014-02-03T04:25:14Z	2018-02-24T03:12:08Z	2006
DES, 31 2006-Léak Bajang.txt	file	   5.06K	rw-	2014-02-03T04:25:23Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37062	4096	11	0	0	1980-01-01T00:00:00Z	2014-02-03T04:25:23Z	2018-02-24T03:12:11Z	2006
DES, 31 2006-TENUNG.txt	file	   3.5K	rw-	2014-02-03T04:25:30Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37063	4096	7	0	0	1980-01-01T00:00:00Z	2014-02-03T04:25:30Z	2018-02-24T03:12:11Z	2006
DES, 31 2006-Tenung Inguh.txt	file	   3.29K	rw-	2014-02-03T04:25:37Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37064	4096	7	0	0	1980-01-01T00:00:00Z	2014-02-03T04:25:37Z	2018-02-24T03:12:10Z	2006
DES, 10 2006-Masiat Sampian.txt	file	   4.23K	rw-	2014-02-03T04:25:58Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37065	4096	9	0	0	1980-01-01T00:00:00Z	2014-02-03T04:25:58Z	2018-02-24T03:12:11Z	2006
DES, 10 2006-Ngawé Leluhur Garjita.txt	file	   1.55K	rw-	2014-02-03T04:26:04Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37066	4096	4	0	0	1980-01-01T00:00:00Z	2014-02-03T04:26:04Z	2018-02-24T03:12:11Z	2006
DES, 17 2006-GUMATAT-GUMITIT.txt	file	   4.12K	rw-	2014-02-03T04:26:15Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37067	4096	9	0	0	1980-01-01T00:00:00Z	2014-02-03T04:26:15Z	2018-02-24T03:12:10Z	2006
DES, 17 2006-Karauhan Peyote.txt	file	   5.04K	rw-	2014-02-03T04:26:23Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37068	4096	11	0	0	1980-01-01T00:00:00Z	2014-02-03T04:26:23Z	2018-02-24T03:12:11Z	2006
DES, 17 2006-Karauhan, Karauhang, lan Karauhin.txt	file	   4.82K	rw-	2014-02-03T04:26:28Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37069	4096	10	0	0	1980-01-01T00:00:00Z	2014-02-03T04:26:28Z	2018-02-24T03:12:11Z	2006
DES, 17 2006-Karauhan, Sira Sané Rauh.txt	file	   3.79K	rw-	2014-02-03T04:26:37Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37070	4096	8	0	0	1980-01-01T00:00:00Z	2014-02-03T04:26:37Z	2018-02-24T03:12:11Z	2006
DES, 17 2006-Karauhan_Ngrereh Pabuktian.txt	file	   5.23K	rw-	2014-02-03T04:26:48Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	37071	4096	11	0	0	1980-01-01T00:00:00Z	2014-02-03T04:26:48Z	2018-02-24T03:12:11Z	2006
DES, 30 2007-Ngebutin Patén, Nincapang Géngsi.txt	file	   4.17K	rw-	2011-12-22T15:05:09Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41604	4096	9	0	0	1980-01-01T00:00:00Z	2011-12-22T15:05:09Z	2018-02-24T03:14:45Z	2007
DES, 30 2007-Patén, Napi Pentingné.txt	file	   2.79K	rw-	2011-12-22T15:11:06Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41605	4096	6	0	0	1980-01-01T00:00:00Z	2011-12-22T15:11:06Z	2018-02-24T03:14:17Z	2007
DES, 30 2007-Mapatén-paténan.txt	file	   3.61K	rw-	2011-12-22T15:15:04Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41606	4096	8	0	0	1980-01-01T00:00:00Z	2011-12-22T15:15:04Z	2018-02-24T03:14:53Z	2007
DES, 30 2007-Geguritan I Ketut Bongkling.txt	file	   2.98K	rw-	2011-12-22T15:16:39Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41607	4096	6	0	0	1980-01-01T00:00:00Z	2011-12-22T15:16:39Z	2018-02-24T03:14:06Z	2007
DES, 30 2007-Luh Jalir.txt	file	   8.83K	rw-	2011-12-22T15:20:25Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41608	4096	18	0	0	1980-01-01T00:00:00Z	2011-12-22T15:20:25Z	2018-02-24T03:14:52Z	2007
DES, 30 2007-Nyiwi pertiwi.txt	file	   2.81K	rw-	2011-12-22T15:23:42Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41609	4096	6	0	0	1980-01-01T00:00:00Z	2011-12-22T15:23:42Z	2018-02-24T03:14:44Z	2007
DES, 30 2007-Gelek-gelek.txt	file	   2.8K	rw-	2011-12-22T15:31:30Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41610	4096	6	0	0	1980-01-01T00:00:00Z	2011-12-22T15:31:30Z	2018-02-24T03:14:52Z	2007
DES, 23 2007-Satua I Raré Angon (1).txt	file	   4.74K	rw-	2011-12-22T15:34:47Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41611	4096	10	0	0	1980-01-01T00:00:00Z	2011-12-22T15:34:47Z	2018-02-24T03:14:57Z	2007
DES, 23 2007-Sloka Manawa Dharmasastra.txt	file	   2.05K	rw-	2011-12-22T15:58:19Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41612	4096	5	0	0	1980-01-01T00:00:00Z	2011-12-22T15:58:19Z	2018-02-24T03:13:41Z	2007
DES, 23 2007-Anak Istri, Becik ring Pustakané, Kaon ring Kauripané.txt	file	   3.32K	rw-	2011-12-24T01:11:50Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41613	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-24T01:11:50Z	2018-02-24T03:13:44Z	2007
DES, 16 2007-Bangké Matah.txt	file	   5.06K	rw-	2011-12-24T01:14:32Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41614	4096	11	0	0	1980-01-01T00:00:00Z	2011-12-24T01:14:32Z	2018-02-24T03:13:33Z	2007
DES, 16 2007-Film lan Pilem.txt	file	   4.29K	rw-	2011-12-24T01:15:28Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41615	4096	9	0	0	1980-01-01T00:00:00Z	2011-12-24T01:15:28Z	2018-02-24T03:14:12Z	2007
DES, 16 2007-Galah Embang Kaanggén Malajah.txt	file	   2.14K	rw-	2011-12-24T01:15:55Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41616	4096	5	0	0	1980-01-01T00:00:00Z	2011-12-24T01:15:55Z	2018-02-24T03:13:43Z	2007
DES, 16 2007-Krama Désa Makarya Film.txt	file	   4.21K	rw-	2011-12-24T01:17:17Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41617	4096	9	0	0	1980-01-01T00:00:00Z	2011-12-24T01:17:17Z	2018-02-24T03:14:17Z	2007
DES, 16 2007-Makarya 'Video', Nangiang Krama.txt	file	   2.71K	rw-	2011-12-24T01:18:13Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41618	4096	6	0	0	1980-01-01T00:00:00Z	2011-12-24T01:18:13Z	2018-02-24T03:14:09Z	2007
DES, 9 2007-Pemimpin.txt	file	   4.76K	rw-	2011-12-24T01:19:20Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41619	4096	10	0	0	1980-01-01T00:00:00Z	2011-12-24T01:19:20Z	2018-02-24T03:14:50Z	2007
DES, 9 2007-Sira mangkin.txt	file	   2.86K	rw-	2011-12-24T01:20:09Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41620	4096	6	0	0	1980-01-01T00:00:00Z	2011-12-24T01:20:09Z	2018-02-24T03:14:24Z	2007
DES, 9 2007-Lurah Métropolitan.txt	file	   6.87K	rw-	2011-12-24T01:23:16Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41621	4096	14	0	0	1980-01-01T00:00:00Z	2011-12-24T01:23:16Z	2018-02-24T03:14:14Z	2007
DES, 9 2007-Nitah Tanah Bali.txt	file	   3.3K	rw-	2011-12-24T01:24:27Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41622	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-24T01:24:27Z	2018-02-24T03:14:25Z	2007
DES, 9 2007-Sampunang Milih Pemimpin sangkaning Jinah.txt	file	   3.33K	rw-	2011-12-24T01:25:32Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41623	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-24T01:25:32Z	2018-02-24T03:14:29Z	2007
DES, 9 2007-Ngulati Kepemimpinan Panca Pandawa .txt	file	   3.33K	rw-	2011-12-24T01:26:12Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41624	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-24T01:26:12Z	2018-02-24T03:13:56Z	2007
NOV, 25 2007-Sesolahan Sanghyang.txt	file	   3.93K	rw-	2011-12-27T06:15:35Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41625	4096	8	0	0	1980-01-01T00:00:00Z	2011-12-27T06:15:35Z	2018-02-24T03:14:12Z	2007
NOV, 25 2007-Sesolahan Sanghyang Setata Pacang Ajeg.txt	file	   3.44K	rw-	2011-12-27T06:16:07Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41626	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-27T06:16:07Z	2018-02-24T03:14:14Z	2007
NOV, 25 2007-Ajegang Kasucian Sesolahan Sanghyangé.txt	file	   1.56K	rw-	2011-12-27T06:16:43Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41627	4096	4	0	0	1980-01-01T00:00:00Z	2011-12-27T06:16:43Z	2018-02-24T03:14:03Z	2007
NOV, 18 2007-Patapan I Lidi.txt	file	   3.3K	rw-	2011-12-27T06:18:24Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41628	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-27T06:18:24Z	2018-02-24T03:13:59Z	2007
NOV, 18 2007-Guru, Gugu, lan Guyu.txt	file	   2.37K	rw-	2011-12-27T06:18:55Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41629	4096	5	0	0	1980-01-01T00:00:00Z	2011-12-27T06:18:55Z	2018-02-24T03:14:43Z	2007
NOV, 18 2007-Ngandong Bulan.txt	file	   7.66K	rw-	2011-12-27T06:19:29Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41630	4096	16	0	0	1980-01-01T00:00:00Z	2011-12-27T06:19:29Z	2018-02-24T03:14:02Z	2007
NOV, 18 2007-Katuturan Sang Arya Dharma Mituhu Pituturipun I Kambing (2).txt	file	   5.21K	rw-	2011-12-27T06:21:10Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41631	4096	11	0	0	1980-01-01T00:00:00Z	2011-12-27T06:21:10Z	2018-02-24T03:13:59Z	2007
NOV, 18 2007-Pemda Madué Tanggung Jawab ring Basa Daérahnyané.txt	file	   1.86K	rw-	2011-12-27T06:22:00Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41632	4096	4	0	0	1980-01-01T00:00:00Z	2011-12-27T06:22:00Z	2018-02-24T03:14:32Z	2007
NOV, 18 2007-Guru ring Tengahing Kelas, Guru ring Sisi Kelas.txt	file	   3.19K	rw-	2011-12-27T06:22:49Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41633	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-27T06:22:49Z	2018-02-24T03:14:49Z	2007
NOV, 18 2007-Pagerwesi, 'Hari Guru' sakadi Bali.txt	file	   2.98K	rw-	2011-12-27T06:24:08Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41634	4096	6	0	0	1980-01-01T00:00:00Z	2011-12-27T06:24:08Z	2018-02-24T03:14:09Z	2007
NOV, 11 2007-Katuturan Sang Arya Dharma Mituhu Pituturipun I Kambing (1).txt	file	   5K	rw-	2011-12-27T06:33:36Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41635	4096	10	0	0	1980-01-01T00:00:00Z	2011-12-27T06:33:36Z	2018-02-24T03:14:38Z	2007
NOV, 11 2007-Sudagar.txt	file	   5.09K	rw-	2011-12-27T06:37:42Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41636	4096	11	0	0	1980-01-01T00:00:00Z	2011-12-27T06:37:42Z	2018-02-24T03:14:08Z	2007
NOV, 11 2007-Rangda, Balu.txt	file	   4.63K	rw-	2011-12-27T06:38:50Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41637	4096	10	0	0	1980-01-01T00:00:00Z	2011-12-27T06:38:50Z	2018-02-24T03:13:31Z	2007
NOV, 11 2007-Ngeréh.txt	file	   3.19K	rw-	2011-12-27T06:39:31Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41638	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-27T06:39:31Z	2018-02-24T03:14:12Z	2007
NOV, 11 2007-Calonarang.txt	file	   2.95K	rw-	2011-12-27T06:40:05Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41639	4096	6	0	0	1980-01-01T00:00:00Z	2011-12-27T06:40:05Z	2018-02-24T03:14:17Z	2007
NOV, 11 2007-BENCINGAH.txt	file	   1.5K	rw-	2011-12-27T06:40:32Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41640	4096	4	0	0	1980-01-01T00:00:00Z	2011-12-27T06:40:32Z	2018-02-24T03:13:33Z	2007
NOV, 4 2007-Krama Tamiu 'Toris napi Teroris'.txt	file	   4.73K	rw-	2011-12-27T06:42:34Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41641	4096	10	0	0	1980-01-01T00:00:00Z	2011-12-27T06:42:34Z	2018-02-24T03:14:55Z	2007
NOV, 4 2007-'Berjuang' Nyuang.txt	file	   3.13K	rw-	2011-12-27T06:43:46Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41642	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-27T06:43:46Z	2018-02-24T03:13:55Z	2007
NOV, 4 2007-Nungkulang Keneh.txt	file	   1.34K	rw-	2011-12-27T06:48:23Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41643	4096	3	0	0	1980-01-01T00:00:00Z	2011-12-27T06:48:23Z	2018-02-24T03:13:32Z	2007
NOV, 4 2007-Magibung.txt	file	   4.36K	rw-	2011-12-27T06:49:17Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41644	4096	9	0	0	1980-01-01T00:00:00Z	2011-12-27T06:49:17Z	2018-02-24T03:14:43Z	2007
NOV, 4 2007-Katuturan Pamargan Batur Taskara (3).txt	file	   4.72K	rw-	2011-12-27T06:53:28Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41645	4096	10	0	0	1980-01-01T00:00:00Z	2011-12-27T06:53:28Z	2018-02-24T03:14:45Z	2007
NOV, 4 2007-Bencingah-Sampunang Lali ring Tri Pusaka Bangsa.txt	file	   1.55K	rw-	2011-12-27T06:56:25Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41646	4096	4	0	0	1980-01-01T00:00:00Z	2011-12-27T06:56:25Z	2018-02-24T03:13:31Z	2007
NOV, 4 2007-Anom-anomé Ngulati Tetuladan.txt	file	   2.96K	rw-	2011-12-27T06:57:32Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41647	4096	6	0	0	1980-01-01T00:00:00Z	2011-12-27T06:57:32Z	2018-02-24T03:14:09Z	2007
DES, 30 2007-Satua I Raré Angon.txt	file	   4.81K	rw-	2011-12-29T14:35:01Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41648	4096	10	0	0	1980-01-01T00:00:00Z	2011-12-29T14:35:01Z	2018-02-24T03:13:49Z	2007
OKT, 28 2007-Bangke Matah.txt	file	   6.73K	rw-	2011-12-29T14:37:01Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41649	4096	14	0	0	1980-01-01T00:00:00Z	2011-12-29T14:37:01Z	2018-02-24T03:13:59Z	2007
OKT, 28 2007-Ngabén Sinarengan Gratis Nyabran Tigang Warsa.txt	file	   3.33K	rw-	2011-12-29T14:39:26Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41650	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-29T14:39:26Z	2018-02-24T03:14:02Z	2007
OKT, 28 2007-Ngabén Sinarengan sakadi Tumbu lan Pecatu.txt	file	   3.13K	rw-	2011-12-29T14:39:47Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41651	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-29T14:39:47Z	2018-02-24T03:14:01Z	2007
OKT, 28 2007-Abén lan Aben.txt	file	   3.82K	rw-	2011-12-29T14:40:51Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41652	4096	8	0	0	1980-01-01T00:00:00Z	2011-12-29T14:40:51Z	2018-02-24T03:13:59Z	2007
OKT, 28 2007-Mapi-mapi Betara.txt	file	   4.27K	rw-	2011-12-29T14:41:15Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41653	4096	9	0	0	1980-01-01T00:00:00Z	2011-12-29T14:41:15Z	2018-02-24T03:14:50Z	2007
OKT, 28 2007-Malaksana Kadéwan-déwan.txt	file	   3.23K	rw-	2011-12-29T14:43:35Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41654	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-29T14:43:35Z	2018-02-24T03:13:43Z	2007
OKT, 21 2007-Pak Gedé.txt	file	   7.97K	rw-	2011-12-29T14:44:42Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41655	4096	16	0	0	1980-01-01T00:00:00Z	2011-12-29T14:44:42Z	2018-02-24T03:14:01Z	2007
OKT, 21 2007-Dalang Guyang.txt	file	   3.83K	rw-	2011-12-29T14:45:13Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41656	4096	8	0	0	1980-01-01T00:00:00Z	2011-12-29T14:45:13Z	2018-02-24T03:14:54Z	2007
OKT, 21 2007-Kelir Wayang Majait.txt	file	   2.87K	rw-	2011-12-29T14:46:05Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41657	4096	6	0	0	1980-01-01T00:00:00Z	2011-12-29T14:46:05Z	2018-02-24T03:13:32Z	2007
OKT, 7 2007-Hansip Dogén, Kanggo!.txt	file	   7.97K	rw-	2011-12-29T14:46:56Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41658	4096	16	0	0	1980-01-01T00:00:00Z	2011-12-29T14:46:56Z	2018-02-24T03:13:56Z	2007
OKT, 7 2007-Sekaa Shanti Bhukti Mukti Bhakti.txt	file	   1.83K	rw-	2011-12-29T14:47:32Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41659	4096	4	0	0	1980-01-01T00:00:00Z	2011-12-29T14:47:32Z	2018-02-24T03:14:36Z	2007
OKT, 7 2007-Dosén Agama Hindu.txt	file	   3.26K	rw-	2011-12-29T14:48:14Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41660	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-29T14:48:14Z	2018-02-24T03:14:36Z	2007
OKT, 7 2007-Sangkaning Ngundang Prasida Ngindang.txt	file	   1.51K	rw-	2011-12-29T14:48:38Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41661	4096	4	0	0	1980-01-01T00:00:00Z	2011-12-29T14:48:38Z	2018-02-24T03:14:57Z	2007
OKT, 7 2007-Mulungin Pemulung.txt	file	   3.94K	rw-	2011-12-29T14:48:58Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41662	4096	8	0	0	1980-01-01T00:00:00Z	2011-12-29T14:48:58Z	2018-02-24T03:13:43Z	2007
OKT, 7 2007-Katuturan Bé Tetelu.txt	file	   4.64K	rw-	2011-12-29T14:49:34Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41663	4096	10	0	0	1980-01-01T00:00:00Z	2011-12-29T14:49:34Z	2018-02-24T03:13:44Z	2007
OKT, 7 2007-Pemulung Rarisang Ngranjing.txt	file	   1.79K	rw-	2011-12-29T14:49:56Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41664	4096	4	0	0	1980-01-01T00:00:00Z	2011-12-29T14:49:56Z	2018-02-24T03:14:25Z	2007
SEP, 30 2007-Juara Karaté lan Maca Puisi.txt	file	   1.71K	rw-	2011-12-29T14:50:52Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41665	4096	4	0	0	1980-01-01T00:00:00Z	2011-12-29T14:50:52Z	2018-02-24T03:13:55Z	2007
SEP, 30 2007-Pangindrajalan I Syaruda ring I Ula.txt	file	   4.81K	rw-	2011-12-29T14:52:35Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41666	4096	10	0	0	1980-01-01T00:00:00Z	2011-12-29T14:52:35Z	2018-02-24T03:14:09Z	2007
SEP, 30 2007-Pralambang Purusa-Pradana.txt	file	   1.55K	rw-	2011-12-29T14:52:58Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41667	4096	4	0	0	1980-01-01T00:00:00Z	2011-12-29T14:52:58Z	2018-02-24T03:14:17Z	2007
SEP, 30 2007-Barong Lawang.txt	file	   3.17K	rw-	2011-12-29T14:53:21Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41668	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-29T14:53:21Z	2018-02-24T03:13:48Z	2007
SEP, 30 2007-Barong, Ngraketang Paiketan Pasemetonan.txt	file	   3.33K	rw-	2011-12-29T14:53:42Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41669	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-29T14:53:42Z	2018-02-24T03:14:01Z	2007
SEP, 30 2007-Betara Da Tonta.txt	file	   7.32K	rw-	2011-12-29T14:54:12Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41670	4096	15	0	0	1980-01-01T00:00:00Z	2011-12-29T14:54:12Z	2018-02-24T03:14:14Z	2007
SEP, 30 2007-Saking Lontar Metu Togog.txt	file	   1.75K	rw-	2011-12-29T14:54:35Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41671	4096	4	0	0	1980-01-01T00:00:00Z	2011-12-29T14:54:35Z	2018-02-24T03:14:25Z	2007
SEP, 23 2007-Sastra Suluh Urip.txt	file	   4.54K	rw-	2011-12-29T14:55:37Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41672	4096	10	0	0	1980-01-01T00:00:00Z	2011-12-29T14:55:37Z	2018-02-24T03:14:55Z	2007
SEP, 23 2007-Katuturan I Kasiapa Kepuh.txt	file	   5.2K	rw-	2011-12-29T14:56:22Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41673	4096	11	0	0	1980-01-01T00:00:00Z	2011-12-29T14:56:22Z	2018-02-24T03:13:42Z	2007
SEP, 23 2007-Nglemesin antuk Béasiswa.txt	file	   1.63K	rw-	2011-12-29T14:56:44Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41674	4096	4	0	0	1980-01-01T00:00:00Z	2011-12-29T14:56:44Z	2018-02-24T03:14:52Z	2007
SEP, 23 2007-Midabdabin Fakultas Sastra Unud Mangda Kadi Bahni ring Pahoman.txt	file	   3.33K	rw-	2011-12-29T14:57:15Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41675	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-29T14:57:15Z	2018-02-24T03:14:38Z	2007
SEP, 23 2007-Ngulati Skripsi Mabasa Bali.txt	file	   3.24K	rw-	2011-12-29T14:57:35Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41676	4096	7	0	0	1980-01-01T00:00:00Z	2011-12-29T14:57:35Z	2018-02-24T03:14:38Z	2007
SEP, 16 2007-Drama Gong Nglestariang Basa Bali.txt	file	   1.91K	rw-	2011-12-29T14:58:08Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41677	4096	4	0	0	1980-01-01T00:00:00Z	2011-12-29T14:58:08Z	2018-02-24T03:14:52Z	2007
SEP, 16 2007-Angkabin Barong Somi.txt	file	   4K	rw-	2011-12-29T14:58:41Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41678	4096	9	0	0	1980-01-01T00:00:00Z	2011-12-29T14:58:41Z	2018-02-24T03:14:12Z	2007
SEP, 16 2007-Garang Bulan.txt	file	   4.35K	rw-	2011-12-29T14:59:04Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41679	4096	9	0	0	1980-01-01T00:00:00Z	2011-12-29T14:59:04Z	2018-02-24T03:14:45Z	2007
SEP, 16 2007-Nemu Galang.txt	file	   2.45K	rw-	2011-12-29T14:59:28Z	Gede Primahadi W. Rajeg	CompLexico	428019990	0	0	41680	4096	5	0	0	1980-01-01T00:00:00Z	2011-12-29T14:59:28Z	2018-02-24T03:13:49Z	2007
